,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
6089,1,0,31,1,2,0.0,1,2.0,2
6090,0,1,27,0,3,0.0,0,5.0,3
6091,0,0,65,0,6,0.0,0,1.0,2
6093,0,0,52,1,2,0.0,1,2.0,3
6094,1,0,52,0,0,3.0,0,2.0,3
6095,1,1,51,1,4,8.0,0,6.0,0
6096,1,0,30,0,4,8.0,1,5.0,0
6097,0,1,42,0,0,11.0,0,2.0,1
6098,1,1,19,1,1,9.0,0,8.0,0
6099,0,0,50,0,5,0.0,2,4.0,3
6100,0,0,41,0,0,0.0,1,4.0,1
6101,1,1,36,1,4,14.0,0,4.0,0
6102,1,0,43,0,1,0.0,1,2.0,2
6103,0,0,85,1,6,0.0,0,1.0,0
6107,1,0,47,0,0,1.0,1,2.0,1
6108,1,0,60,0,6,0.0,0,2.0,0
6110,1,1,37,0,3,5.0,0,1.0,3
6111,0,1,31,0,1,0.0,0,2.0,1
6116,0,1,37,0,0,4.0,0,7.0,2
6117,0,0,35,0,4,1.0,1,4.0,2
6118,0,1,50,0,0,1.0,0,1.0,3
6119,0,1,21,1,1,1.0,0,4.0,0
6120,0,0,59,1,2,1.0,1,2.0,1
6121,1,1,20,1,1,1.0,0,5.0,0
6122,1,1,49,0,4,9.0,0,1.0,2
6123,0,0,62,0,5,0.0,2,4.0,1
6124,0,0,61,0,0,0.0,1,5.0,1
6126,1,0,41,1,7,5.0,1,3.0,2
6127,0,0,21,1,3,1.0,0,3.0,0
6129,1,0,38,1,4,1.0,1,6.0,3
6132,1,0,48,0,0,2.0,0,2.0,1
6134,0,1,30,0,1,1.0,0,1.0,0
6136,0,1,19,1,1,0.0,0,4.0,0
6137,0,0,88,1,6,1.0,0,1.0,0
6138,0,0,43,0,1,1.0,2,4.0,3
6139,0,0,38,0,2,2.0,1,2.0,3
6140,0,1,32,1,3,10.0,0,2.0,0
6141,1,1,38,0,1,8.0,0,2.0,0
6142,1,1,43,0,0,0.0,0,3.0,2
6143,0,1,76,0,6,0.0,0,2.0,2
6144,0,1,30,0,1,9.0,0,5.0,0
6145,0,1,31,1,1,1.0,0,4.0,0
6146,0,1,23,1,1,0.0,0,3.0,0
6147,0,0,70,1,6,0.0,2,3.0,3
6148,1,1,25,1,4,1.0,0,1.0,2
6149,0,1,29,1,7,1.0,0,2.0,0
6150,1,0,50,0,0,1.0,1,3.0,1
6151,0,0,71,0,0,1.0,1,2.0,1
6152,1,1,18,1,1,0.0,0,5.0,0
6155,1,0,45,0,0,8.0,1,2.0,3
6156,1,1,41,0,0,2.0,0,1.0,2
6157,0,1,20,1,7,0.0,0,3.0,3
6158,0,0,27,1,2,14.0,1,2.0,2
6159,0,0,27,0,1,1.0,2,2.0,0
6160,1,1,18,1,1,0.0,0,4.0,0
6161,1,0,41,0,0,9.0,2,2.0,3
6162,0,0,67,1,6,1.0,1,2.0,2
6163,1,0,28,0,0,0.0,0,2.0,2
6165,0,0,45,1,0,1.0,1,4.0,3
6166,0,0,36,1,5,8.0,2,4.0,1
6168,1,1,33,1,4,1.0,0,3.0,1
6169,1,0,87,0,0,1.0,1,2.0,1
6170,1,0,52,0,0,3.0,0,1.0,2
6171,1,1,32,1,1,1.0,0,3.0,0
6172,1,1,42,0,4,1.0,0,7.0,2
6173,0,1,22,1,1,8.0,0,5.0,0
6174,1,1,18,1,3,2.0,0,4.0,0
6175,1,1,26,1,3,1.0,0,4.0,0
6176,1,0,66,0,0,0.0,1,2.0,1
6177,1,0,66,1,4,6.0,1,4.0,3
6178,0,0,69,1,6,1.0,0,2.0,3
6180,0,0,55,0,0,1.0,0,2.0,2
6181,1,0,49,0,0,6.0,0,2.0,1
6182,0,0,61,0,3,3.0,0,2.0,2
6183,1,1,47,0,0,0.0,0,1.0,1
6184,0,0,59,0,5,0.0,2,5.0,1
6185,0,0,38,0,0,3.0,1,4.0,3
6186,0,0,55,0,0,8.0,1,2.0,1
6187,1,1,25,1,8,1.0,0,1.0,0
6188,0,1,36,1,0,2.0,0,4.0,2
6189,0,0,41,0,2,0.0,0,1.0,2
6190,1,1,39,1,4,1.0,0,3.0,2
6191,1,1,20,1,1,1.0,0,3.0,0
6192,1,1,33,1,4,0.0,0,5.0,0
6193,1,0,78,1,6,0.0,2,3.0,3
6194,1,0,87,1,6,0.0,0,1.0,2
6195,0,1,19,1,1,1.0,0,6.0,0
6197,1,0,60,0,0,1.0,2,4.0,1
6198,0,0,77,1,6,1.0,2,2.0,1
6199,1,0,43,1,2,5.0,0,1.0,0
6200,1,0,51,0,0,6.0,1,3.0,1
6201,0,1,18,1,3,0.0,0,5.0,1
6202,1,1,46,0,0,0.0,0,2.0,3
6203,1,1,20,1,1,1.0,0,5.0,0
6204,1,1,27,0,1,0.0,0,5.0,2
6205,0,0,26,0,0,0.0,0,2.0,1
6206,1,0,57,0,0,0.0,2,3.0,1
6207,0,0,53,0,0,6.0,1,2.0,1
6208,0,0,38,0,0,2.0,0,2.0,1
6209,0,0,41,1,3,1.0,0,3.0,2
6210,1,0,81,1,6,0.0,2,2.0,2
6211,1,0,38,1,4,0.0,0,3.0,2
6212,1,1,30,0,1,0.0,0,1.0,0
6213,0,0,37,1,2,2.0,0,3.0,2
6214,0,0,28,0,0,9.0,1,2.0,2
6215,0,0,43,1,0,1.0,2,3.0,3
6216,0,1,21,1,3,0.0,0,5.0,0
6217,0,0,33,0,0,1.0,1,3.0,2
6218,0,0,78,0,6,1.0,2,2.0,2
6220,0,1,23,1,1,1.0,0,5.0,0
6221,1,1,27,1,1,9.0,0,2.0,2
6222,1,0,45,0,0,1.0,1,3.0,3
6223,0,1,31,1,3,0.0,0,1.0,0
6224,0,0,42,0,0,2.0,1,2.0,1
6225,1,1,37,0,1,1.0,0,3.0,1
6226,0,1,33,0,2,9.0,0,2.0,0
6227,0,1,32,0,1,1.0,0,3.0,2
6228,0,1,21,1,1,1.0,0,3.0,0
6229,1,1,32,1,3,7.0,0,4.0,0
6230,0,0,36,0,0,0.0,1,2.0,3
6231,0,0,43,0,0,9.0,0,2.0,1
6233,0,0,41,0,0,0.0,0,2.0,2
6234,0,0,41,0,4,1.0,1,2.0,1
6235,1,0,55,1,0,1.0,0,2.0,3
6236,0,0,61,1,4,9.0,1,4.0,1
6237,1,1,38,1,0,13.0,0,2.0,0
6238,0,0,62,0,2,0.0,1,6.0,1
6239,1,1,33,1,7,0.0,0,4.0,0
6240,0,0,53,0,2,1.0,1,2.0,3
6241,0,1,38,0,3,0.0,0,3.0,2
6242,0,0,51,1,0,2.0,1,4.0,1
6245,0,0,45,0,0,0.0,1,4.0,1
6246,1,0,71,1,4,2.0,0,1.0,3
6247,1,1,26,1,8,0.0,0,6.0,2
6248,1,0,84,0,6,1.0,0,1.0,2
6249,0,0,56,1,6,0.0,2,2.0,1
6250,0,1,27,1,7,8.0,0,4.0,0
6251,0,1,36,1,4,3.0,0,3.0,0
6252,1,0,70,0,0,1.0,0,3.0,3
6254,1,0,40,0,4,0.0,1,2.0,1
6255,0,1,22,1,1,0.0,0,4.0,0
6256,0,0,48,0,0,4.0,0,1.0,3
6257,1,0,41,0,0,9.0,1,2.0,1
6258,0,0,77,0,6,0.0,0,2.0,1
6259,0,0,72,0,0,6.0,0,1.0,0
6260,1,1,21,1,1,1.0,0,3.0,0
6261,1,1,29,0,1,3.0,0,4.0,1
6263,1,1,29,0,0,7.0,0,7.0,0
6264,0,1,18,1,1,0.0,0,2.0,0
6265,1,0,38,0,4,0.0,1,2.0,3
6266,1,0,48,0,8,3.0,1,2.0,3
6267,1,0,48,0,3,1.0,1,2.0,2
6268,1,1,37,0,0,3.0,0,1.0,1
6269,0,1,32,0,1,9.0,0,5.0,0
6270,0,1,33,1,1,3.0,0,5.0,3
6272,0,0,47,1,0,0.0,1,5.0,2
6273,0,0,63,0,0,1.0,1,3.0,1
6274,1,1,26,0,1,5.0,0,2.0,0
6275,0,0,65,0,6,11.0,2,2.0,1
6276,0,0,22,1,1,1.0,1,4.0,0
6277,1,0,42,1,4,4.0,0,1.0,3
6278,0,0,43,1,0,8.0,0,1.0,2
6280,0,1,27,0,0,5.0,0,4.0,3
6281,0,1,42,0,0,7.0,0,1.0,2
6282,0,0,45,0,5,1.0,2,3.0,1
6283,0,1,33,0,3,9.0,0,6.0,0
6284,0,0,58,1,5,0.0,2,4.0,3
6285,0,1,21,1,3,0.0,0,3.0,2
6286,1,1,85,0,8,4.0,0,1.0,0
6287,0,1,41,1,3,1.0,0,3.0,3
6289,1,0,57,1,4,0.0,0,1.0,3
6290,0,0,38,1,3,0.0,1,5.0,2
6291,0,0,50,0,0,0.0,1,5.0,1
6293,0,1,33,1,1,1.0,0,4.0,1
6295,0,1,26,1,1,1.0,0,6.0,1
6296,0,0,25,0,0,12.0,0,2.0,2
6297,0,0,63,1,5,1.0,2,3.0,1
6300,1,1,26,0,0,9.0,0,1.0,2
6301,1,1,30,0,4,3.0,0,3.0,0
6302,1,0,36,0,3,0.0,0,1.0,3
6303,1,1,22,1,1,1.0,0,9.0,0
6305,0,1,27,1,3,9.0,0,4.0,0
6306,0,0,42,0,5,1.0,2,5.0,3
6307,0,1,21,1,1,1.0,0,2.0,0
6308,0,0,38,0,5,0.0,2,3.0,1
6309,0,0,63,0,0,0.0,1,4.0,1
6311,1,1,25,0,4,8.0,0,3.0,0
6312,1,0,69,0,0,1.0,2,2.0,3
6313,0,0,53,0,0,9.0,0,1.0,3
6314,0,0,36,0,0,1.0,0,2.0,1
6315,0,1,27,0,1,1.0,0,5.0,0
6317,0,1,19,1,1,1.0,0,3.0,0
6318,0,0,29,1,5,0.0,1,2.0,0
6319,1,1,51,0,6,6.0,0,1.0,3
6320,0,1,43,0,2,5.0,0,1.0,0
6321,0,1,42,0,0,1.0,0,1.0,3
6323,0,1,37,0,0,7.0,0,2.0,2
6324,0,0,66,1,6,0.0,2,2.0,3
6325,0,0,39,0,0,1.0,1,2.0,2
6326,1,1,21,1,2,5.0,0,5.0,0
6327,0,1,21,1,1,1.0,0,4.0,0
6328,1,0,28,0,5,8.0,2,2.0,1
6329,0,0,56,0,0,0.0,1,4.0,1
6331,0,1,26,0,1,1.0,0,1.0,0
6332,0,1,18,1,1,8.0,0,6.0,0
6333,0,1,23,1,1,1.0,0,8.0,0
6334,1,0,45,0,0,1.0,1,5.0,3
6335,1,0,65,1,4,1.0,1,3.0,2
6336,1,0,87,1,0,0.0,0,1.0,2
6337,1,0,56,0,0,5.0,1,4.0,1
6338,0,1,47,0,0,1.0,0,2.0,3
6339,1,1,68,0,3,1.0,0,1.0,2
6340,0,1,18,1,1,1.0,0,3.0,0
6341,0,0,40,0,0,6.0,0,1.0,2
6342,1,0,41,0,3,0.0,0,1.0,3
6343,0,1,23,1,1,1.0,0,4.0,0
6344,0,1,35,0,0,9.0,0,1.0,3
6345,0,0,66,0,5,1.0,2,2.0,1
6346,0,1,22,1,3,8.0,0,3.0,0
6347,0,1,23,1,1,0.0,0,4.0,0
6348,0,1,18,1,7,1.0,0,4.0,0
6349,0,0,60,1,0,0.0,0,1.0,3
6350,1,0,40,1,0,0.0,0,1.0,0
6352,0,1,28,1,2,1.0,0,2.0,0
6353,0,0,42,1,0,6.0,0,2.0,3
6354,0,1,46,0,0,1.0,0,2.0,3
6355,1,1,23,1,1,9.0,0,4.0,0
6356,0,0,43,0,0,0.0,0,1.0,3
6357,1,1,20,1,2,0.0,0,6.0,3
6359,1,1,27,0,4,4.0,0,2.0,0
6360,0,0,82,0,6,0.0,0,1.0,0
6361,0,1,21,1,1,0.0,0,4.0,0
6363,0,0,60,1,0,0.0,1,2.0,3
6364,1,0,71,0,6,0.0,2,2.0,1
6365,1,1,39,0,2,7.0,0,1.0,2
6367,1,0,35,0,0,1.0,0,2.0,3
6368,0,1,19,1,1,1.0,0,4.0,0
6369,0,1,53,0,0,0.0,0,1.0,2
6370,0,1,23,1,1,4.0,0,9.0,0
6373,1,0,50,0,0,4.0,0,1.0,3
6374,0,0,35,0,5,4.0,2,4.0,1
6375,0,0,32,0,3,11.0,1,2.0,2
6376,1,0,33,1,4,5.0,2,3.0,0
6377,1,0,53,0,0,1.0,1,3.0,1
6378,0,0,47,0,0,0.0,1,4.0,3
6379,1,1,37,0,4,0.0,0,1.0,2
6380,0,0,50,0,0,0.0,1,4.0,1
6381,1,1,23,1,1,9.0,0,3.0,0
6382,1,1,30,0,2,9.0,0,1.0,0
6383,1,1,28,1,1,3.0,0,2.0,2
6384,0,0,39,0,0,1.0,0,1.0,3
6385,0,0,81,1,6,1.0,2,2.0,2
6386,1,0,65,1,4,0.0,1,2.0,3
6389,0,0,30,0,1,0.0,0,2.0,2
6390,0,1,40,0,0,8.0,0,1.0,3
6391,0,1,28,0,0,4.0,0,6.0,3
6392,0,0,28,0,3,0.0,0,9.0,0
6393,1,0,60,0,8,1.0,0,4.0,1
6394,0,0,48,0,2,1.0,0,3.0,2
6395,0,0,70,0,6,3.0,0,1.0,0
6396,1,0,39,0,2,7.0,1,2.0,3
6397,0,0,42,1,3,5.0,1,5.0,3
6398,0,0,38,1,2,1.0,1,2.0,3
6399,0,1,35,0,0,0.0,0,1.0,1
6400,0,0,43,0,2,1.0,1,3.0,3
6401,1,0,83,0,6,1.0,0,1.0,3
6402,0,0,43,0,0,8.0,0,1.0,3
6403,1,0,46,0,0,0.0,1,4.0,1
6404,0,0,50,0,3,0.0,1,3.0,3
6405,1,1,38,0,0,8.0,0,1.0,3
6406,0,0,69,1,5,1.0,2,2.0,1
6407,1,0,38,0,0,1.0,1,2.0,1
6408,1,1,26,0,1,0.0,0,3.0,0
6409,0,1,37,1,1,0.0,0,5.0,2
6410,0,0,72,0,5,0.0,2,2.0,1
6411,0,0,52,0,0,1.0,1,4.0,3
6412,0,0,85,0,6,1.0,2,2.0,2
6413,1,1,29,0,1,6.0,0,3.0,0
6414,0,1,26,1,1,0.0,0,4.0,1
6415,1,1,33,0,3,0.0,0,6.0,1
6416,1,1,40,0,1,0.0,0,1.0,0
6418,0,0,79,0,6,2.0,2,2.0,3
6420,0,1,35,1,0,1.0,0,1.0,2
6421,1,0,68,0,6,0.0,0,1.0,1
6424,0,0,36,0,0,7.0,1,5.0,3
6425,0,0,51,0,5,3.0,2,5.0,1
6427,0,0,25,0,0,8.0,0,4.0,0
6429,1,0,39,0,3,8.0,1,2.0,1
6430,1,0,35,0,0,0.0,1,2.0,1
6431,0,1,21,1,1,1.0,0,4.0,0
6432,1,0,55,0,0,1.0,1,4.0,1
6434,0,0,35,1,5,1.0,2,3.0,1
6435,1,1,39,1,4,6.0,0,1.0,1
6436,0,0,83,1,5,1.0,2,2.0,0
6437,0,0,45,0,0,1.0,1,2.0,1
6438,0,0,40,0,0,9.0,0,2.0,1
6439,1,1,27,0,0,1.0,0,5.0,1
6440,0,0,51,1,2,7.0,1,3.0,1
6441,0,0,35,0,0,1.0,1,3.0,3
6443,0,0,57,0,0,0.0,0,2.0,1
6444,0,0,20,1,1,1.0,1,4.0,0
6445,1,1,49,0,0,4.0,0,1.0,2
6446,0,1,52,0,2,1.0,0,2.0,3
6447,0,0,35,0,0,1.0,1,3.0,1
6448,0,0,39,0,1,1.0,0,3.0,0
6449,0,0,69,0,5,0.0,0,2.0,3
6450,1,1,26,0,2,6.0,0,2.0,0
6451,0,0,36,0,0,8.0,0,4.0,0
6452,1,0,25,0,4,6.0,1,2.0,2
6453,1,0,60,0,0,0.0,0,1.0,3
6454,1,1,37,0,1,1.0,0,2.0,2
6455,1,1,42,1,0,0.0,0,1.0,0
6456,0,1,22,1,1,9.0,0,4.0,0
6457,0,0,41,1,3,2.0,1,4.0,2
6458,0,0,75,1,5,0.0,0,1.0,0
6460,1,0,77,0,0,0.0,2,2.0,3
6462,0,0,43,0,5,1.0,2,4.0,3
6463,1,1,31,0,1,8.0,0,4.0,1
6464,0,1,33,1,3,1.0,0,2.0,3
6465,0,0,60,0,5,1.0,2,4.0,3
6466,1,0,61,0,0,1.0,0,2.0,1
6467,1,1,29,1,8,8.0,0,1.0,0
6468,0,1,25,0,1,1.0,0,4.0,0
6469,0,0,83,0,0,2.0,2,2.0,2
6470,1,1,38,0,0,7.0,0,1.0,1
6471,0,1,28,0,0,0.0,0,4.0,1
6472,0,0,65,0,2,0.0,2,2.0,2
6473,1,0,61,0,3,0.0,1,4.0,3
6475,1,0,51,1,4,4.0,0,2.0,0
6476,0,0,36,1,5,2.0,2,3.0,0
6477,1,0,55,0,0,2.0,1,2.0,1
6479,1,0,46,0,0,0.0,1,4.0,2
6480,1,0,43,0,0,8.0,1,2.0,3
6481,0,0,57,1,3,4.0,0,3.0,3
6482,0,0,35,1,3,0.0,0,1.0,2
6483,0,0,65,0,0,0.0,1,2.0,1
6484,1,0,37,0,0,0.0,0,3.0,2
6485,0,0,35,0,0,4.0,1,2.0,2
6486,0,0,37,1,5,1.0,0,2.0,2
6487,0,0,38,0,5,0.0,1,3.0,3
6488,0,1,19,1,1,1.0,0,3.0,0
6491,0,1,36,0,0,0.0,0,1.0,3
6492,0,0,61,0,0,2.0,1,2.0,1
6493,0,0,53,1,0,1.0,1,6.0,2
6494,0,0,45,0,0,0.0,0,1.0,1
6496,1,0,42,1,2,1.0,0,6.0,3
6498,1,0,83,0,6,0.0,2,2.0,1
6499,1,1,36,0,0,0.0,0,1.0,3
6501,0,0,42,0,0,1.0,1,3.0,1
6502,1,0,80,1,6,1.0,2,2.0,1
6503,1,1,18,1,1,0.0,0,5.0,0
6505,0,0,57,0,2,0.0,0,2.0,2
6506,0,1,36,1,7,0.0,0,2.0,0
6507,1,1,43,0,0,8.0,0,1.0,2
6509,0,1,31,1,1,1.0,0,3.0,3
6511,0,1,38,0,3,4.0,0,1.0,3
6512,0,0,45,0,0,7.0,2,4.0,2
6513,0,0,72,0,6,0.0,2,2.0,1
6514,1,0,43,0,3,9.0,0,2.0,2
6515,1,1,29,0,2,8.0,0,2.0,2
6516,0,1,45,0,0,1.0,0,2.0,2
6518,1,1,29,0,8,13.0,0,1.0,2
6519,0,1,43,0,0,7.0,0,3.0,2
6520,1,0,42,1,0,0.0,1,3.0,2
6521,0,0,47,1,2,9.0,1,6.0,1
6522,0,1,26,0,1,1.0,0,3.0,3
6523,1,0,60,0,6,1.0,2,3.0,1
6524,0,0,41,0,5,5.0,0,2.0,2
6525,0,0,47,0,5,1.0,2,4.0,3
6526,0,1,27,0,0,7.0,0,3.0,0
6528,1,1,46,0,0,8.0,0,1.0,1
6530,1,1,25,0,0,2.0,0,2.0,2
6532,1,1,22,1,1,1.0,0,3.0,0
6533,0,0,56,1,5,1.0,1,3.0,3
6534,1,0,35,0,8,9.0,1,2.0,3
6536,0,0,50,0,0,8.0,1,2.0,1
6539,0,1,33,1,3,1.0,0,6.0,2
6540,1,0,69,1,2,1.0,0,2.0,3
6541,1,0,38,0,4,4.0,0,2.0,2
6542,0,0,42,0,3,1.0,1,5.0,1
6543,0,0,61,0,2,3.0,1,6.0,3
6544,1,1,20,1,1,4.0,0,6.0,0
6545,1,0,46,0,4,1.0,1,2.0,1
6546,0,0,40,1,2,5.0,0,4.0,0
6547,0,0,51,0,3,1.0,2,2.0,1
6548,1,0,58,0,0,4.0,1,5.0,1
6549,1,1,33,0,1,1.0,0,5.0,1
6550,0,1,26,1,2,0.0,0,2.0,2
6551,0,0,58,1,5,4.0,2,3.0,1
6552,0,0,65,0,8,0.0,2,2.0,2
6553,0,0,41,0,4,1.0,1,2.0,1
6554,0,0,42,0,3,0.0,1,2.0,1
6555,0,0,25,1,4,14.0,0,1.0,0
6556,1,1,30,1,8,10.0,0,6.0,0
6559,0,0,79,1,6,1.0,0,1.0,0
6560,1,0,51,1,1,0.0,2,3.0,0
6561,0,1,26,0,3,1.0,0,4.0,1
6562,1,0,37,1,2,2.0,1,4.0,2
6563,1,1,25,1,3,0.0,0,2.0,0
6564,0,1,41,0,7,0.0,0,2.0,0
6565,1,0,83,0,5,1.0,2,3.0,2
6566,0,0,35,0,2,0.0,1,3.0,1
6567,0,1,21,1,1,3.0,0,7.0,0
6568,1,1,28,0,4,0.0,0,3.0,0
6569,0,0,45,0,0,0.0,1,2.0,1
6570,0,0,51,1,5,0.0,0,4.0,3
6571,0,1,25,0,2,1.0,0,3.0,2
6572,0,1,29,0,1,2.0,0,3.0,1
6573,0,0,45,1,7,1.0,0,2.0,0
6575,1,0,47,1,4,8.0,1,5.0,3
6577,1,1,40,0,0,8.0,0,2.0,3
6578,1,0,65,0,6,1.0,0,1.0,2
6579,0,1,40,0,0,2.0,0,1.0,3
6580,0,0,42,0,3,8.0,1,2.0,3
6581,0,0,45,0,0,2.0,1,3.0,0
6582,1,0,58,0,4,1.0,0,1.0,2
6583,1,1,30,1,3,1.0,0,3.0,0
6584,0,0,35,0,0,10.0,2,2.0,3
6585,1,0,53,1,8,9.0,0,1.0,2
6586,1,0,58,0,0,0.0,1,2.0,1
6587,1,0,88,0,0,1.0,2,2.0,1
6588,1,1,27,1,7,0.0,0,3.0,1
6589,0,1,39,0,0,9.0,0,1.0,2
6591,1,1,28,1,0,1.0,0,4.0,3
6592,0,0,35,1,2,9.0,0,3.0,2
6593,0,0,76,1,5,1.0,2,2.0,2
6594,1,1,33,0,1,0.0,0,1.0,0
6595,1,0,59,0,3,5.0,0,2.0,2
6596,1,0,45,0,3,0.0,0,1.0,3
6598,1,1,33,1,4,1.0,0,3.0,0
6599,1,0,86,1,6,0.0,2,2.0,3
6601,1,1,20,1,1,0.0,0,4.0,0
6603,1,1,25,1,1,0.0,0,8.0,3
6605,1,1,33,0,2,0.0,0,3.0,2
6606,1,0,62,0,0,0.0,2,2.0,1
6607,1,0,55,0,0,4.0,1,4.0,1
6608,0,1,39,0,0,0.0,0,1.0,2
6609,0,1,30,0,1,3.0,0,6.0,0
6610,1,0,37,1,5,0.0,2,2.0,2
6611,1,1,40,1,7,0.0,0,1.0,2
6612,0,1,38,0,0,6.0,0,4.0,2
6613,0,0,52,1,0,1.0,0,2.0,2
6614,1,0,48,1,4,1.0,1,5.0,3
6615,1,0,60,1,4,1.0,1,5.0,3
6616,1,1,36,0,4,9.0,0,1.0,2
6617,0,0,59,0,3,0.0,1,2.0,1
6618,0,0,71,1,2,0.0,1,3.0,2
6620,0,0,37,0,5,1.0,1,2.0,3
6621,1,1,51,0,0,0.0,0,1.0,2
6622,0,1,22,1,1,1.0,0,3.0,0
6623,0,0,28,0,0,1.0,1,2.0,3
6624,1,1,22,1,1,1.0,0,8.0,0
6625,1,0,48,0,8,1.0,2,2.0,1
6626,1,1,23,1,1,1.0,0,4.0,0
6627,1,1,31,1,4,1.0,0,8.0,2
6628,0,0,37,1,0,1.0,0,5.0,1
6629,0,0,50,0,3,1.0,1,4.0,1
6631,1,1,50,0,5,1.0,0,1.0,2
6632,1,1,43,0,0,1.0,0,1.0,0
6633,0,1,20,1,7,0.0,0,4.0,1
6634,1,1,28,0,2,0.0,0,4.0,3
6635,1,1,33,1,1,7.0,0,6.0,1
6636,1,1,49,0,0,0.0,0,1.0,3
6638,1,1,40,0,1,9.0,0,1.0,0
6639,1,1,21,1,3,0.0,0,3.0,1
6640,1,0,36,1,4,1.0,0,5.0,2
6641,0,0,49,1,3,1.0,1,3.0,2
6642,1,0,36,0,2,0.0,0,2.0,2
6645,1,1,32,0,7,8.0,0,1.0,0
6646,1,0,48,0,0,4.0,1,2.0,1
6649,0,0,69,1,2,3.0,0,8.0,2
6651,1,0,67,0,4,1.0,0,1.0,2
6652,1,0,32,1,4,3.0,0,2.0,1
6655,0,0,36,1,4,0.0,1,2.0,3
6656,0,0,43,0,5,6.0,2,3.0,1
6657,0,0,36,0,0,9.0,1,5.0,0
6659,0,0,36,0,0,0.0,1,2.0,1
6660,1,1,23,1,1,4.0,0,3.0,0
6661,1,0,50,0,0,8.0,1,2.0,3
6662,0,1,22,1,1,1.0,0,4.0,0
6664,1,0,35,0,3,0.0,1,3.0,1
6665,1,0,52,0,0,0.0,1,2.0,1
6666,1,0,68,0,6,0.0,1,3.0,1
6667,0,1,46,0,0,1.0,0,2.0,1
6669,0,1,49,0,2,0.0,0,1.0,3
6670,0,0,37,0,0,0.0,1,2.0,1
6671,0,0,53,0,0,9.0,1,2.0,3
6672,1,0,70,1,4,7.0,0,1.0,3
6673,1,1,43,0,0,8.0,0,4.0,0
6674,0,0,83,0,5,0.0,2,2.0,2
6675,1,1,25,0,2,9.0,0,2.0,2
6676,0,0,45,0,0,0.0,1,4.0,1
6677,1,1,29,0,4,1.0,0,1.0,2
6678,0,0,43,0,0,9.0,1,2.0,1
6679,1,0,65,0,6,0.0,0,1.0,2
6680,1,0,46,0,0,0.0,2,4.0,3
6681,0,0,59,0,0,8.0,0,1.0,3
6682,1,1,30,0,1,0.0,0,2.0,1
6683,0,0,29,1,1,5.0,0,2.0,0
6684,0,0,58,0,0,9.0,0,1.0,3
6685,0,0,71,1,0,1.0,0,5.0,1
6686,0,0,53,1,5,1.0,0,5.0,2
6688,0,0,36,0,3,8.0,1,4.0,1
6689,0,1,33,1,4,0.0,0,4.0,0
6690,0,1,32,0,4,0.0,0,3.0,3
6692,1,1,49,0,2,0.0,0,1.0,0
6693,0,0,84,1,6,1.0,2,2.0,3
6694,0,0,30,0,1,0.0,0,4.0,2
6695,0,1,26,1,1,1.0,0,4.0,2
6696,1,0,41,0,0,5.0,2,3.0,3
6697,0,1,25,1,1,4.0,0,5.0,0
6698,0,0,26,0,1,9.0,2,3.0,0
6699,1,1,27,1,3,0.0,0,5.0,2
6700,0,0,41,1,5,0.0,2,3.0,2
6701,1,0,80,0,6,0.0,0,1.0,1
6702,1,0,50,0,1,1.0,0,3.0,0
6704,1,0,66,0,0,0.0,0,2.0,1
6705,0,0,58,1,5,1.0,2,5.0,3
6706,1,1,42,0,3,0.0,0,3.0,3
6707,1,1,37,0,0,0.0,0,3.0,3
6708,0,0,49,0,0,0.0,0,1.0,1
6709,0,1,39,0,2,3.0,0,2.0,2
6711,0,0,69,1,6,0.0,0,3.0,1
6712,1,0,50,0,0,1.0,2,5.0,1
6713,0,0,37,0,2,8.0,1,2.0,3
6714,0,0,61,1,2,1.0,0,2.0,2
6715,0,0,52,0,5,1.0,2,4.0,1
6716,1,1,23,1,1,1.0,0,4.0,0
6718,1,0,49,0,0,0.0,2,4.0,3
6719,1,1,27,0,4,9.0,0,7.0,1
6720,0,1,43,0,0,1.0,0,2.0,2
6721,1,1,35,1,2,1.0,0,1.0,3
6722,1,0,52,1,5,1.0,0,1.0,2
6725,0,0,48,0,5,0.0,2,4.0,1
6727,0,1,26,1,0,8.0,0,5.0,2
6728,1,1,49,0,0,1.0,0,2.0,1
6729,0,1,37,0,2,0.0,0,1.0,2
6730,0,1,30,1,5,13.0,0,4.0,0
6731,0,1,43,1,2,0.0,0,1.0,0
6732,1,1,42,0,0,0.0,0,3.0,1
6733,0,0,60,0,0,0.0,1,2.0,1
6735,1,1,23,1,1,4.0,0,7.0,0
6736,0,0,81,0,6,9.0,0,1.0,3
6737,1,0,45,0,4,2.0,0,1.0,2
6738,0,1,33,0,0,1.0,0,2.0,1
6739,0,1,25,1,2,8.0,0,2.0,0
6740,0,0,38,1,5,1.0,1,5.0,3
6741,0,0,25,0,5,8.0,2,2.0,2
6742,0,0,62,0,0,1.0,2,2.0,3
6743,0,0,45,0,0,1.0,0,4.0,3
6744,1,1,63,0,0,1.0,0,2.0,3
6745,1,0,39,0,0,0.0,2,2.0,2
6746,1,1,25,1,4,1.0,0,1.0,3
6747,1,1,67,0,0,0.0,0,1.0,3
6748,0,0,81,0,2,1.0,0,1.0,0
6749,0,1,31,0,0,1.0,0,4.0,1
6750,0,1,22,1,1,1.0,0,4.0,0
6752,1,1,33,1,4,1.0,0,2.0,3
